h2co+_b1_tz.0329.com.dat:      * CCSD(T) total energy                     = -113.920181015620543
h2co+_b1_tz.0330.com.dat:      * CCSD(T) total energy                     = -113.920115167774966
h2co+_b1_tz.0331.com.dat:      * CCSD(T) total energy                     = -113.919982429092997
h2co+_b1_tz.0332.com.dat:      * CCSD(T) total energy                     = -113.920025811014895
h2co+_b1_tz.0333.com.dat:      * CCSD(T) total energy                     = -113.920027005111962
h2co+_b1_tz.0334.com.dat:      * CCSD(T) total energy                     = -113.920038001813538
h2co+_b1_tz.0335.com.dat:      * CCSD(T) total energy                     = -113.920039237439354
h2co+_b1_tz.0336.com.dat:      * CCSD(T) total energy                     = -113.920042597775151
h2co+_b1_tz.0337.com.dat:      * CCSD(T) total energy                     = -113.920039237439141
h2co+_b1_tz.0338.com.dat:      * CCSD(T) total energy                     = -113.920038001813452
h2co+_b1_tz.0339.com.dat:      * CCSD(T) total energy                     = -113.920027005107102
h2co+_b1_tz.0340.com.dat:      * CCSD(T) total energy                     = -113.920025811015208
h2co+_b1_tz.0341.com.dat:      * CCSD(T) total energy                     = -113.919982429093196
h2co+_b1_tz.0342.com.dat:      * CCSD(T) total energy                     = -113.919903148049443
h2co+_b1_tz.0343.com.dat:      * CCSD(T) total energy                     = -113.919946522571621
h2co+_b1_tz.0344.com.dat:      * CCSD(T) total energy                     = -113.919947706350356
h2co+_b1_tz.0345.com.dat:      * CCSD(T) total energy                     = -113.919958717731419
h2co+_b1_tz.0346.com.dat:      * CCSD(T) total energy                     = -113.919959868257138
h2co+_b1_tz.0347.com.dat:      * CCSD(T) total energy                     = -113.919963293150644
h2co+_b1_tz.0348.com.dat:      * CCSD(T) total energy                     = -113.919959868256953
h2co+_b1_tz.0349.com.dat:      * CCSD(T) total energy                     = -113.919958717731390
h2co+_b1_tz.0350.com.dat:      * CCSD(T) total energy                     = -113.919947706350356
h2co+_b1_tz.0351.com.dat:      * CCSD(T) total energy                     = -113.919946522571649
h2co+_b1_tz.0352.com.dat:      * CCSD(T) total energy                     = -113.919903148043119
h2co+_b1_tz.0353.com.dat:      * CCSD(T) total energy                     = -113.919817120188711
h2co+_b1_tz.0354.com.dat:      * CCSD(T) total energy                     = -113.919860486985982
h2co+_b1_tz.0355.com.dat:      * CCSD(T) total energy                     = -113.919861660523466
h2co+_b1_tz.0356.com.dat:      * CCSD(T) total energy                     = -113.919872686435809
h2co+_b1_tz.0357.com.dat:      * CCSD(T) total energy                     = -113.919873750961330
h2co+_b1_tz.0358.com.dat:      * CCSD(T) total energy                     = -113.919877241313841
h2co+_b1_tz.0359.com.dat:      * CCSD(T) total energy                     = -113.919873750960960
h2co+_b1_tz.0360.com.dat:      * CCSD(T) total energy                     = -113.919872686435781
h2co+_b1_tz.0361.com.dat:      * CCSD(T) total energy                     = -113.919861660523836
h2co+_b1_tz.0362.com.dat:      * CCSD(T) total energy                     = -113.919860486982614
h2co+_b1_tz.0363.com.dat:      * CCSD(T) total energy                     = -113.919817120188597
h2co+_b1_tz.0364.com.dat:      * CCSD(T) total energy                     = -113.919784429634802
h2co+_b1_tz.0365.com.dat:      * CCSD(T) total energy                     = -113.919684845426559
h2co+_b1_tz.0366.com.dat:      * CCSD(T) total energy                     = -113.920128820350740
h2co+_b1_tz.0367.com.dat:      * CCSD(T) total energy                     = -113.920056856224150
h2co+_b1_tz.0368.com.dat:      * CCSD(T) total energy                     = -113.919919267152750
h2co+_b1_tz.0369.com.dat:      * CCSD(T) total energy                     = -113.919961723615629
h2co+_b1_tz.0370.com.dat:      * CCSD(T) total energy                     = -113.919962912435906
h2co+_b1_tz.0371.com.dat:      * CCSD(T) total energy                     = -113.919973628624845
h2co+_b1_tz.0372.com.dat:      * CCSD(T) total energy                     = -113.919974773017742
h2co+_b1_tz.0373.com.dat:      * CCSD(T) total energy                     = -113.919978185353528
h2co+_b1_tz.0374.com.dat:      * CCSD(T) total energy                     = -113.919974773018126
h2co+_b1_tz.0375.com.dat:      * CCSD(T) total energy                     = -113.919973628625044
h2co+_b1_tz.0376.com.dat:      * CCSD(T) total energy                     = -113.919962912436716
h2co+_b1_tz.0377.com.dat:      * CCSD(T) total energy                     = -113.919961723615558
h2co+_b1_tz.0378.com.dat:      * CCSD(T) total energy                     = -113.919919267152693
h2co+_b1_tz.0379.com.dat:      * CCSD(T) total energy                     = -113.919892795232997
h2co+_b1_tz.0380.com.dat:      * CCSD(T) total energy                     = -113.919800673370645
h2co+_b1_tz.0381.com.dat:      * CCSD(T) total energy                     = -113.920041876460076
h2co+_b1_tz.0382.com.dat:      * CCSD(T) total energy                     = -113.919963836446811
h2co+_b1_tz.0383.com.dat:      * CCSD(T) total energy                     = -113.919879105184364
h2co+_b1_tz.0384.com.dat:      * CCSD(T) total energy                     = -113.919920847898297
h2co+_b1_tz.0385.com.dat:      * CCSD(T) total energy                     = -113.918619745886517
h2co+_b1_tz.0386.com.dat:      * CCSD(T) total energy                     = -113.918775582441086
h2co+_b1_tz.0387.com.dat:      * CCSD(T) total energy                     = -113.918692760979425
h2co+_b1_tz.0388.com.dat:      * CCSD(T) total energy                     = -113.918603163088051
h2co+_b1_tz.0389.com.dat:      * CCSD(T) total energy                     = -113.918892913982774
h2co+_b1_tz.0390.com.dat:      * CCSD(T) total energy                     = -113.918817467018400
h2co+_b1_tz.0391.com.dat:      * CCSD(T) total energy                     = -113.918675097471095
h2co+_b1_tz.0392.com.dat:      * CCSD(T) total energy                     = -113.918718522872226
h2co+_b1_tz.0393.com.dat:      * CCSD(T) total energy                     = -113.918719668656962
h2co+_b1_tz.0394.com.dat:      * CCSD(T) total energy                     = -113.918730711230978
h2co+_b1_tz.0395.com.dat:      * CCSD(T) total energy                     = -113.918731853093959
h2co+_b1_tz.0396.com.dat:      * CCSD(T) total energy                     = -113.918735284293305
h2co+_b1_tz.0397.com.dat:      * CCSD(T) total energy                     = -113.918731853094258
h2co+_b1_tz.0398.com.dat:      * CCSD(T) total energy                     = -113.918730711231248
h2co+_b1_tz.0399.com.dat:      * CCSD(T) total energy                     = -113.918719668660827
h2co+_b1_tz.0400.com.dat:      * CCSD(T) total energy                     = -113.918718522875679
h2co+_b1_tz.0401.com.dat:      * CCSD(T) total energy                     = -113.918675097476296
h2co+_b1_tz.0403.com.dat:      * CCSD(T) total energy                     = -113.918550660211736
h2co+_b1_tz.0405.com.dat:      * CCSD(T) total energy                     = -113.918747939198340
h2co+_b1_tz.0406.com.dat:      * CCSD(T) total energy                     = -113.918659671485386
h2co+_b1_tz.0408.com.dat:      * CCSD(T) total energy                     = -113.917447920620091
h2co+_b1_tz.0409.com.dat:      * CCSD(T) total energy                     = -113.917573310903109
h2co+_b1_tz.0410.com.dat:      * CCSD(T) total energy                     = -113.917488285317376
h2co+_b1_tz.0411.com.dat:      * CCSD(T) total energy                     = -113.917396510127574
h2co+_b1_tz.0412.com.dat:      * CCSD(T) total energy                     = -113.917498766896742
